state	year	m	f
OH	2009	Jacob	Isabella
OK	2009	Ethan	Isabella
OR	2009	Alexander	Emma
PA	2009	Michael	Isabella
RI	2009	Anthony	Isabella
SC	2009	William	Emma
SD	2009	Ethan	Emma
TN	2009	William	Emma
TX	2009	Jose	Isabella
UT	2009	Ethan	Olivia
VA	2009	William	Isabella
VT	2009	Noah	Emma
WA	2009	Alexander	Isabella
WI	2009	Ethan	Olivia
WV	2009	Jacob	Madison
WY	2009	Wyatt	Isabella
AK	2010	William	Sophia
AL	2010	William	Emma
AR	2010	William	Emma
AZ	2010	Jacob	Isabella
CA	2010	Jacob	Isabella
CO	2010	Jacob	Isabella
CT	2010	Michael	Isabella
DE	2010	Michael	Sophia
FL	2010	Jayden	Isabella
GA	2010	William	Isabella
HI	2010	Noah	Isabella
IA	2010	Mason	Ava
ID	2010	Samuel	Olivia
IL	2010	Alexander	Isabella
IN	2010	Elijah	Emma
KS	2010	Jacob	Isabella
KY	2010	William	Isabella
LA	2010	Jayden	Ava
MA	2010	Ryan	Isabella
MD	2010	Jacob	Sophia
ME	2010	Owen	Emma
MI	2010	Jacob	Sophia
MN	2010	Mason	Ava
MO	2010	Jacob	Isabella
MS	2010	William	Madison
MT	2010	Wyatt	Emma
NC	2010	William	Emma
ND	2010	Mason	Sophia
NE	2010	Jacob	Olivia
NH	2010	Logan	Sophia
NJ	2010	Michael	Isabella
NM	2010	Elijah	Isabella
NV	2010	Jacob	Isabella
NY	2010	Michael	Isabella
OH	2010	Jacob	Isabella
OK	2010	Jacob	Isabella
OR	2010	Jacob	Sophia
PA	2010	Michael	Isabella
RI	2010	Logan	Isabella
SC	2010	William	Madison
SD	2010	Jacob	Sophia
TN	2010	William	Isabella
TX	2010	Jacob	Isabella
UT	2010	William	Olivia
VA	2010	William	Olivia
VT	2010	Logan	Sophia
WA	2010	Jacob	Sophia
WI	2010	Mason	Sophia
WV	2010	Jacob	Isabella
WY	2010	James	Isabella
AK	2011	Mason	Olivia
AL	2011	William	Emma
AR	2011	William	Emma
AZ	2011	Jacob	Sophia
CA	2011	Jacob	Sophia
CO	2011	Liam	Olivia
CT	2011	Alexander	Sophia
DE	2011	Michael	Sophia
FL	2011	Jayden	Isabella
GA	2011	William	Isabella
HI	2011	Noah	Sophia
IA	2011	Carter	Emma
ID	2011	Mason	Emma
IL	2011	Alexander	Sophia
IN	2011	Mason	Emma
KS	2011	Mason	Sophia
KY	2011	William	Emma
LA	2011	Mason	Ava
MA	2011	William	Sophia
MD	2011	Mason	Sophia
ME	2011	Mason	Emma
MI	2011	Mason	Olivia
MN	2011	Mason	Olivia
MO	2011	Mason	Emma
MS	2011	William	Madison
MT	2011	Mason	Emma
NC	2011	William	Emma
ND	2011	Mason	Emma
NE	2011	Mason	Emma
NH	2011	Mason	Sophia
NJ	2011	Michael	Sophia
NM	2011	Jacob	Sophia
NV	2011	Anthony	Sophia
NY	2011	Michael	Sophia
OH	2011	Mason	Emma
OK	2011	William	Emma
OR	2011	Mason	Sophia
PA	2011	Mason	Sophia
RI	2011	Mason	Sophia
SC	2011	William	Madison
SD	2011	Mason	Ava
TN	2011	William	Emma
TX	2011	Jacob	Sophia
UT	2011	Mason	Olivia
VA	2011	William	Sophia
VT	2011	Liam	Emma
WA	2011	Mason	Sophia
WI	2011	Mason	Sophia
WV	2011	Mason	Isabella
WY	2011	William	Emma
AK	2012	James	Emma
AL	2012	William	Emma
AR	2012	William	Emma
AZ	2012	Jacob	Sophia
CA	2012	Jacob	Sophia
CO	2012	Liam	Emma
CT	2012	Mason	Emma
DE	2012	Michael	Sophia
FL	2012	Jayden	Isabella
GA	2012	William	Emma
HI	2012	Ethan	Sophia
IA	2012	Liam	Emma
ID	2012	Liam	Olivia
IL	2012	Jacob	Sophia
IN	2012	Liam	Emma
KS	2012	Mason	Emma
KY	2012	William	Emma
LA	2012	Mason	Emma
MA	2012	Benjamin	Emma
MD	2012	Mason	Sophia
ME	2012	Mason	Emma
MI	2012	Mason	Emma
MN	2012	Mason	Emma
MO	2012	Mason	Emma
MS	2012	William	Emma
MT	2012	Liam	Emma
NC	2012	William	Emma
ND	2012	Liam	Emma
NE	2012	Liam	Emma
NH	2012	Mason	Emma
NJ	2012	Michael	Sophia
NM	2012	Noah	Sophia
NV	2012	Alexander	Sophia
NY	2012	Michael	Sophia
OH	2012	Mason	Sophia
OK	2012	Elijah	Emma
OR	2012	Liam	Emma
PA	2012	Mason	Emma
RI	2012	Mason	Sophia
SC	2012	William	Emma
SD	2012	Liam	Emma
TN	2012	William	Emma
TX	2012	Jacob	Sophia
UT	2012	William	Emma
VA	2012	William	Emma
VT	2012	Mason	Ava
WA	2012	Mason	Sophia
WI	2012	Mason	Emma
WV	2012	Mason	Emma
WY	2012	Liam	Emma
AK	2013	Liam	Emma
AL	2013	William	Emma
AR	2013	William	Emma
AZ	2013	Liam	Sophia
CA	2013	Jacob	Sophia
CO	2013	Liam	Olivia
CT	2013	William	Olivia
DE	2013	Michael	Ava
FL	2013	Jayden	Isabella
GA	2013	William	Emma
HI	2013	Liam	Olivia
IA	2013	Liam	Emma
ID	2013	Liam	Emma
IL	2013	Noah	Olivia
IN	2013	Liam	Sophia
KS	2013	Liam	Emma
KY	2013	William	Emma
LA	2013	Mason	Ava
MA	2013	Benjamin	Emma
MD	2013	Liam	Sophia
ME	2013	Liam	Sophia
MI	2013	Liam	Emma
MN	2013	William	Olivia
MO	2013	William	Emma
MS	2013	William	Ava
MT	2013	Liam	Emma
NC	2013	William	Emma
ND	2013	Mason	Emma
NE	2013	Mason	Emma
NH	2013	Liam	Emma
NJ	2013	Michael	Isabella
NM	2013	Noah	Sophia
NV	2013	Ethan	Sophia
NY	2013	Jacob	Sophia
OH	2013	Liam	Emma
OK	2013	Mason	Emma
OR	2013	Liam	Emma
PA	2013	Mason	Emma
RI	2013	Liam	Sophia
SC	2013	William	Emma
SD	2013	Liam	Emma
TN	2013	William	Emma
TX	2013	Jacob	Sophia
UT	2013	William	Olivia
VA	2013	William	Emma
VT	2013	Mason	Olivia
WA	2013	Liam	Emma
WI	2013	Liam	Emma
WV	2013	Mason	Emma
WY	2013	Liam	Sophia
AK	2014	Liam	Emma
AL	2014	William	Ava
AR	2014	Mason	Emma
AZ	2014	Noah	Sophia
CA	2014	Noah	Sophia
CO	2014	Liam	Olivia
CT	2014	Mason	Olivia
DE	2014	Liam	Sophia
FL	2014	Noah	Isabella
GA	2014	William	Olivia
HI	2014	Noah	Emma
IA	2014	Liam	Emma
ID	2014	Liam	Emma
IL	2014	Noah	Olivia
IN	2014	Liam	Emma
KS	2014	William	Olivia
KY	2014	William	Emma
LA	2014	Mason	Emma
MA	2014	Benjamin	Emma
MD	2014	Noah	Olivia
ME	2014	Liam	Emma
MI	2014	Liam	Olivia
MN	2014	Henry	Olivia
MO	2014	Liam	Emma
MS	2014	William	Ava
MT	2014	William	Emma
NC	2014	William	Ava
ND	2014	Liam	Harper
NE	2014	Liam	Olivia
NH	2014	Jacob	Olivia
NJ	2014	Michael	Sophia
NM	2014	Noah	Mia
NV	2014	Noah	Sophia
NY	2014	Jacob	Sophia
OH	2014	Liam	Emma
OK	2014	William	Emma
OR	2014	Liam	Emma
PA	2014	Mason	Emma
RI	2014	Mason	Olivia
SC	2014	William	Emma
SD	2014	Liam	Harper
TN	2014	William	Emma
TX	2014	Noah	Emma
UT	2014	William	Olivia
VA	2014	William	Emma
VT	2014	Liam	Emma
WA	2014	Liam	Olivia
WI	2014	Mason	Olivia
WV	2014	Mason	Sophia
WY	2014	Jackson	Olivia
AK	2015	Liam	Olivia
AL	2015	William	Ava
AR	2015	William	Emma
AZ	2015	Noah	Sophia
CA	2015	Noah	Sophia
CO	2015	Liam	Emma
CT	2015	Noah	Sophia
DE	2015	Mason	Ava
FL	2015	Liam	Isabella
GA	2015	William	Ava
HI	2015	Noah	Mia
IA	2015	Liam	Emma
ID	2015	Liam	Olivia
IL	2015	Noah	Olivia
IN	2015	Liam	Emma
KS	2015	Liam	Emma
KY	2015	William	Emma
LA	2015	Noah	Ava
MA	2015	Benjamin	Olivia
MD	2015	Noah	Olivia
ME	2015	Liam	Emma
MI	2015	Noah	Olivia
MN	2015	Henry	Olivia
MO	2015	Liam	Emma
MS	2015	William	Ava
MT	2015	William	Emma
NC	2015	William	Ava
ND	2015	Liam	Ava
NE	2015	Henry	Emma
NH	2015	Jackson	Olivia
NJ	2015	Liam	Emma
NM	2015	Noah	Mia
NV	2015	Noah	Sophia
NY	2015	Liam	Olivia
OH	2015	Liam	Emma
OK	2015	Elijah	Emma
OR	2015	Liam	Emma
PA	2015	Mason	Olivia
RI	2015	Noah	Olivia
SC	2015	William	Ava
SD	2015	Oliver	Harper
TN	2015	William	Emma
TX	2015	Noah	Emma
UT	2015	William	Emma
VA	2015	William	Emma
VT	2015	Liam	Emma
WA	2015	Oliver	Olivia
WI	2015	Oliver	Emma
WV	2015	Noah	Emma
WY	2015	Liam	Emma
